010604唯一合格男  999 999999901    05052719345620045300093252505  2 100267020201011                                                                                                                                                                      0502020810020404010101030105020296970101010296960502040296040103980502990401180202501099999999999999999959999999999999999999999999999950102
010605唯一合格女  999 999999901    050529183420184954000200006    2 100152020502052                                                                                                                                                                      1101020507040404010301040105030405030195019503040396049704040104010799080401660205105011199999999999999999999999999999999999999999999090101
010609唯一合格女  999 999999901    05052719352219484200093252011  1 100316020201011                                                                                                                                                                      1102020005050203980204030298020305050198019898969898989803960203030699080602350204901639999999999999999999999999999999999999999990799010204
010610唯一合格女  999 999999901    05053020593621121500091205110  2 100375020201011                                                                                                                                                                      0002010503050102020304040207020104040299010103050403020303010203989699080502590206401011699999999999999999999999999999999999999999999030201
010616最年長的女  999 999999901    05052719365619484300092252004  1 100198020402012                                                                                                                                                                      0502010809060101020302030201010309000102010102030403020304020203030101990203190304906639999999999999999999999999999999999999999990499010201
010619唯一合格男  999 999999901    05052721555022110100092202044  1 100106020403042                                                                                                                                                                      0002010005040104010103030205030405050195010103020202020303020203020799080501510204105139999999999999999999999991099999999999999999999080101
010633唯一合格男  999 999999901    05052920262420405400091207240  1 200042020201011                                                                                                                                                                      0002020205040104020101030102030303040101010203030503030302040304020202990401520203401119999999999999999999926999999999999999999999999030102
010655唯一合格男  999 999999901    050527194056195311000200054    1 100059020201011                                                                                                                                                                      0002010203030102010302040205020405000102010403030303010404020202020102990502490206206649999999999999999999999999999999999999999999904090101
010662最年輕的男  999 999999901    05052719413219520000090205046  1 300020020604061                                                                                                                                                                      0002010504030103010402040201020404060102029902030403010204020104010102990502650206206069999999999189999999999999999999999999999999999090101
010666唯一合格男  999 999999901    05052719420019555100092202044  1 100106020201012                                                                                                                                                                      0002010503030104010402030201020408010101010203030404010303020104020102990401500204601039999069999999999999999999999999999999999999999030101
010670最年長的女  999 999999901    05052720184420301800091207240  1 200042020401012                                                                                                                                                                      0102010805030102020402040203010406030102010103030503010404010103030102990503410306901639999999999999999999999999999999999999999990999080201
010671最年長的女  999 999999901    05052719431619543100090205096  2 200032020402012                                                                                                                                                                      0002020097040404010103960102980198050103010503039603040101980104019699960401380206906189999999999999999999999999999999999029999999999100201
010687最年輕的男  999 999999901    05053118512919024200093252505  2 100267020603061                                                                                                                                                                      0002010606030102030402040298010410000102010102030303010304010103020102991003599805106099999999999999999189999999999999999999999999999010101
010690唯一合格男  999 999999901    05052919570720065100090202045  1 100432020201012                                                                                                                                                                      0002980605030102020302030297010307030101010202030404020303030203020202990502640207301639999999999999999999999999999999999999999990399100101
010692唯一合格男  999 999999901    05052719452020175900093252017  1 100053020201011                                                                                                                                                                      0101010808050204960202020204010403080102010296020202969804040204020201990103170103906069999999999029999999999999999999999999999999999010101
010703唯一合格女  999 999999901    05052820132220263300092260019  1 100132020201011                                                                                                                                                                      0002980305980103030302040298030105050195019802020202020202030203020102990502480204302639999999999999999999999999999999999999999990699090201
010706唯一合格男  999 999999901    05052719462720032700092260001  1 200034020301012                                                                                                                                                                      0002010505030102020402959801030407020102010403030403010404040103010102990502540306106039999099999999999999999999999999999999999999999090101
010711唯一合格男  999 999999901    05052719464819561600092252013  1 100136020101011                                                                                                                                                                      0002020505060103010302040203010400000102029902040303019802030104020102990502660204602039999079999999999999999999999999999999999999999100101
010713唯一合格女  999 999999901    050527194705200358000200008    1 100274020201011                                                                                                                                                                      0002010505060102020402030201010400000102010204040403020301030103020101990502620104302059999999912999999999999999999999999999999999999040201
010732唯一合格女  999 999999901    05052719485120034500091207240  1 200042020201011                                                                                                                                                                      0101010506030204040402030198030407040101010202040202020404040103030799080402460105901059999999901999999999999999999999999999999999999060201
010734唯一合格女  999 999999901    05052719485620075400093252019  1 100070020201011                                                                                                                                                                      0002010303050104029602020204020405050101010203030503020303039603020799040402550204903059999999902999999999999999999999999999999999999980201
010739唯一合格男  999 999999901    050527210645212219000200053    1 100062020503051                                                                                                                                                                      0201020507030104010403020202030307020101010102020204029803030204010202990402550204105199999999999999999999999999999999999990799999999100101
010742最年輕的男  999 999999901    05052719495120080800093202022  2 200030020502051                                                                                                                                                                      0102020505040304020302040102030303080299029903020303030303020103010202990102740205501209999999999999999999999999999999999999901999999090101
010743唯一合格女  999 999999901    05052719495420003800091205027  1 100164020201011                                                                                                                                                                      0002010705050204020202040201030406050195029903030304010202020102020799030502650206303039999019999999999999999999999999999999999999999950201
010747最年輕的男  999 999999901    05052719501120015600093252009  2 100085020502051                                                                                                                                                                      0002020001050202019601030205030105000103010603030303960203020102029599080402670305303069999999999059999999999999999999999999999999999980101
010760最年長的男  999 999999901    05052721475722073200091205110  2 100375020402041                                                                                                                                                                      0002970506050203019603049602030306030195019596030402020396960204010799080602480205501139999999999999999999999991399999999999999999999980101
